"","Player","School","G","BPM","rawVORP","normVORP","Salary"
"2619","Dzmitry Ryuny","San Francisco",28,2.2,0.28,0.34,101689.023931563
"2620","Matthew McCarthy","San Francisco",28,3.4,2.5,0.44,131436.407046036
"2621","Remu Raitanen","San Francisco",28,5.2,1.72,0.4,120952.557739558
"2622","Jimbo Lull","San Francisco",28,2.8,2.29,0.43,128632.085215085
"2623","Taavi Jurkatamm","San Francisco",28,0.8,0.44,0.34,103886.941127274
"2624","Frankie Ferrari","San Francisco",28,6.9,7.41,0.65,197427.852183352
"2625","Michael Orlich","San Francisco",28,-10.2,-0.12,0.32,96243.3664957334
"2626","Dylan Belquist","San Francisco",28,-51.1,-0.13,0.32,96148.6906732355
"2627","Nathan Krill","San Francisco",28,-3.8,-0.01,0.32,97827.6884874075
"2628","Ashtin Chastain","San Jose State",27,-7.3,-2.04,0.23,70578.2734641384
"2629","Seneca Knight","San Jose State",27,-7.5,-2.64,0.21,62437.8394059488
"2630","Noah Baumann","San Jose State",27,-2.4,-0.26,0.31,94384.382530493
"2631","Isaiah Nichols","San Jose State",27,-7.1,-0.77,0.29,87519.076005693
"2632","Brian Rodriguez-Flores","San Jose State",27,-5.3,-0.54,0.3,90654.6966360461
"2633","Oumar Barry","San Jose State",27,-1.6,0.16,0.33,100021.788467584
"2634","Kaison Hammonds","San Jose State",27,-10.4,-0.47,0.3,91545.7945321868
"2635","Christian Anigwe","San Jose State",27,-4,-0.76,0.29,87722.8975607378
"2636","Brae Ivey","San Jose State",27,-2.9,-0.6,0.3,89916.4649061889
"2637","Craig LeCesne","San Jose State",27,-4.7,-1.32,0.27,80263.525771844
"2638","Sam Japhet-Mathias","San Jose State",27,-7.6,-0.01,0.32,97844.3777088136
"2639","Zach Chappell","San Jose State",27,-4.5,-0.95,0.28,85206.1984816792
"2640","Trey Smith","San Jose State",27,-8.5,-0.57,0.3,90320.3795731983
"2641","Michael Steadman","San Jose State",27,-5.8,-2.9,0.2,58998.9720717487
"2642","Fallou Ndoye","Santa Clara",28,-11.8,-0.8,0.29,87226.3932239062
"2643","Keshawn Justice","Santa Clara",28,0.7,1.73,0.4,121179.060656673
"2644","KJ Feagin","Santa Clara",28,-13,-0.52,0.3,90927.1392982553
"2645","Guglielmo Caruso","Santa Clara",28,1.6,1.88,0.41,123196.015204318
"2646","Trey Wertz","Santa Clara",28,-2.7,-0.56,0.3,90363.8780757993
"2647","Noah Lack","Santa Clara",28,-4.7,0,0.32,97849.2601937994
"2648","Josh Martin","Santa Clara",28,1.5,2.45,0.43,130756.89829469
"2649","Zeke Richards","Santa Clara",28,-3.8,-0.45,0.3,91852.3258168426
"2650","Henrik Jadersten","Santa Clara",28,-1.1,0.28,0.34,101645.880518779
"2651","Josip Vrankic","Santa Clara",28,2.2,3.38,0.48,143214.55873603
"2652","Tahj Eaddy","Santa Clara",28,-0.3,1.5,0.39,118002.027676395
"2653","Luke Martin-Resnick","Santa Clara",28,-41.3,-0.07,0.32,96972.0108005275
"2654","Johnny Sawyer","Santa Clara",28,-22.5,-0.07,0.32,96931.2642440094
"2655","Max Dorward","Santa Clara",28,-11.5,-0.17,0.32,95636.9618604936
"2656","Matthew Hayes","Santa Clara",28,-10.1,-0.01,0.32,97719.8299554478
"2657","Jaquan Dotson","Savannah State",28,-1.7,0.23,0.34,101027.491602211
"2658","Zaquavian Smith","Savannah State",28,-6.2,-2.25,0.22,67663.2523826905
"2659","Adam Saeed","Savannah State",28,-8.4,-2.02,0.23,70762.3875343313
"2660","Amaru Bryant","Savannah State",28,-13,-0.43,0.31,92113.5831498115
"2661","Jahlin Smith","Savannah State",28,-9.5,-2.4,0.22,65736.1799450113
"2662","John Grant Jr.","Savannah State",28,-9.9,-2.5,0.21,64304.0583262137
"2663","Joseph Boykin","Savannah State",28,-14.4,-0.06,0.32,97170.9498705865
"2664","Collins Joseph","Savannah State",28,-5.6,-1.87,0.24,72761.3656599836
"2665","Andrew Okorodudu","Savannah State",28,-4,-0.04,0.32,97338.7298091904
"2666","Zach Sellers","Savannah State",28,-5,-2.55,0.21,63722.8206817644
"2667","Romani Hansen","Savannah State",28,-6.3,-2.51,0.21,64263.3117696956
"2668","Tyrell Harper","Savannah State",28,-5.5,-2.27,0.22,67461.9164563658
"2669","Christian Carson","Savannah State",28,-11.8,-0.32,0.31,93685.9208601567
"2670","Chris Dubose","Savannah State",28,-14.3,-0.76,0.29,87742.9157491797
"2671","Aaron Nettles","Seattle",28,0.7,0.81,0.36,108753.757774921
"2672","Joe Wall","Seattle",28,-3,-0.01,0.32,97758.1796557001
"2673","Mattia Da Campo","Seattle",28,-0.2,0.63,0.35,106391.655925004
"2674","Matt Vail","Seattle",28,0.2,0.03,0.33,98256.7257589803
"2675","Matej Kavas","Seattle",28,0,0.93,0.37,110401.596457638
"2676","Rip Economou","Seattle",28,-9.8,-0.44,0.31,92024.899467978
"2677","Morgan Means","Seattle",28,1.3,2.86,0.45,136236.111718241
"2678","Delante Jones","Seattle",28,-3.6,-0.9,0.28,85833.8197334938
"2679","Riley Grigsby","Seattle",28,0.6,0.93,0.37,110346.468763525
"2680","Terrell Brown","Seattle",28,2.9,3.96,0.5,151058.270865763
"2681","Ian Burke","Seattle",28,-2,0,0.32,97913.9753129752
"2682","Dashawn McDowell","Seattle",28,-6.9,-0.15,0.32,95917.3940435887
"2683","Myles Carter","Seattle",28,-3.1,-0.82,0.29,86853.682074579
"2684","Trey Hopkins","Seattle",28,-4.6,-0.32,0.31,93676.3334350936
"2685","Anand Hundal","Seattle",28,4,0.98,0.37,111000.81052408
"2686","Quincy McKnight","Seton Hall",27,3.6,4.01,0.5,151712.923329908
"2687","Shavar Reynolds","Seton Hall",27,4.4,1.17,0.38,113583.37876422
"2688","Myles Powell","Seton Hall",27,8.3,9.15,0.73,220675.449353555
"2689","Anthony Nelson","Seton Hall",27,-4.1,-0.58,0.3,90084.2448447928
"2690","Myles Cale","Seton Hall",27,2.2,3.17,0.47,140455.510856766
"2691","Asiah Avent","Seton Hall",27,-17,-0.1,0.32,96609.0202349448
"2692","Taurean Thompson","Seton Hall",27,-2.7,-0.17,0.32,95582.4555735609
"2693","Jared Rhoden","Seton Hall",27,0.5,0.72,0.36,107638.997680202
"2694","Darnell Brodie","Seton Hall",27,-9.3,-0.36,0.31,93105.5265540232
"2695","Sandro Mamukelashvili","Seton Hall",27,6,5.64,0.58,173576.513551538
"2696","Romaro Gill","Seton Hall",27,4.8,1.28,0.38,115154.296115297
"2697","Michael Nzei","Seton Hall",27,4,4.31,0.52,155704.843054321
"2698","Robert Mahala","Siena",29,-8.7,0,0.32,97913.9753129752
"2699","Jalen Pickett","Siena",29,5.5,6.9,0.63,190511.14487696
"2700","Paulo Morastoni","Siena",29,-16,-0.11,0.32,96456.0255016585
"2701","Georges Darwiche","Siena",29,-11,-2.09,0.23,69796.3718090098
"2702","Sammy Friday","Siena",29,-10.2,-0.93,0.28,85484.3746199877
"2703","Jimmy Ratliff","Siena",29,-4.6,-0.72,0.29,88286.8781461854
"2704","Denzel Tchougang","Siena",29,-13.7,-1.13,0.27,82751.2972752813
"2705","Manny Camper","Siena",29,-2.5,-0.28,0.31,94222.8166636892
"2706","Braedon Bayer","Siena",29,-13.4,-0.51,0.3,91054.6685816375
"2707","Ben Diamond","Siena",29,-67.1,-0.06,0.32,97160.7012437949
"2708","Kadeem Smithen","Siena",29,-0.3,0.76,0.36,108182.107555534
"2709","Thomas Huerter Jr.","Siena",29,-8,-0.86,0.29,86319.8030039327
"2710","Kevin Degnan","Siena",29,0.2,1.82,0.41,122377.44746445
"2711","Evan Fisher","Siena",29,-5.6,-2.74,0.2,61173.6400677938
"2712","Sloan Seymour","Siena",29,-5.9,-2.58,0.21,63256.425512532
"2713","R.J. Kelly","South Alabama",27,-1,0.69,0.36,107135.65786439
"2714","Kory Holden","South Alabama",27,-3.6,-0.56,0.3,90337.7789742387
"2715","Kevin Morris","South Alabama",27,-6.1,-0.64,0.3,89353.4700010958
"2716","Trhae Mitchell","South Alabama",27,5,5.9,0.59,177168.247052021
"2717","Rodrick Sikes","South Alabama",27,-4.1,-1.49,0.26,77869.8653144283
"2718","Herb McGee","South Alabama",27,-2.9,-0.62,0.3,89547.3490412603
"2719","John Pettway","South Alabama",27,-0.6,0.66,0.35,106805.069244622
"2720","Jordan Andrews","South Alabama",27,-4.2,-0.63,0.3,89437.9813775777
"2721","Abdul Dial","South Alabama",27,-4.7,-0.37,0.31,92947.6891302995
"2722","Josh Ajayi","South Alabama",27,-0.2,1.31,0.38,115564.424854106
"2723","Evan Hinson","South Carolina",28,-5.7,-0.47,0.3,91617.4339027971
"2724","Alanzo Frink","South Carolina",28,-1.2,0.13,0.33,99620.5369742035
"2725","Nathan Nelson","South Carolina",28,-52.6,-0.09,0.32,96701.1660424955
"2726","Maik Kotsar","South Carolina",28,3.4,3.05,0.46,138813.930632077
"2727","Chris Silva","South Carolina",28,7.8,6.39,0.61,183649.523939572
"2728","Keyshawn Bryant","South Carolina",28,-1.1,0.52,0.35,104838.493064785
"2729","Felipe Haase","South Carolina",28,2.6,2.58,0.44,132534.167215759
"2730","Raymond Borup","South Carolina",28,8.1,0.02,0.33,98156.057795818
"2731","Jason Cudd","South Carolina",28,-7.1,-0.13,0.32,96202.6199392153
"2732","T.J. Moss","South Carolina",28,-2.4,-0.05,0.32,97223.6807084334
"2733","Tre Campbell","South Carolina",28,1.6,2.29,0.43,128718.372040653
"2734","A.J. Lawson","South Carolina",28,3.7,4.35,0.52,156319.370369129
"2735","Hassani Gravett","South Carolina",28,4.4,4.57,0.53,159273.49571669
"2736","Justin Minaya","South Carolina",28,4,0.69,0.36,107117.903373532
"2737","Brandon Armstrong","South Dakota",27,-2.9,-0.47,0.3,91616.6349507085
"2738","Stanley Umude","South Dakota",27,2,2.64,0.44,133309.3282866
"2739","Dan Jech","South Dakota",27,-4.9,-0.32,0.31,93588.9813400744
"2740","Cody Kelley","South Dakota",27,-0.6,0.94,0.37,110563.33986935
"2741","Caleb Cline","South Dakota",27,-6.6,-0.02,0.32,97628.1280101685
"2742","Logan Power","South Dakota",27,-1.9,0.01,0.33,98095.4262095394
"2743","Jay Harvey","South Dakota",27,-9.9,-0.33,0.31,93495.7702630723
"2744","Nathan Robinson","South Dakota",27,-12.6,-1.74,0.25,74596.292290112
"2745","Triston Simpson","South Dakota",27,-0.4,1.48,0.39,117818.890103199
"2746","Trey Burch-Manning","South Dakota",27,-0.7,0.87,0.36,109595.187482887
"2747","Jack Stensgard","South Dakota",27,23.5,0.05,0.33,98547.81063659
"2748","Matt Johns","South Dakota",27,-2.5,-0.14,0.32,96062.181916532
"2749","Tyler Peterson","South Dakota",27,-2.7,-0.59,0.3,90032.0466416716
"2750","Mayan Kiir","South Florida",28,-1,0.35,0.34,102551.89218724
"2751","TJ Lang","South Florida",28,0.4,1.12,0.37,112985.407512138
"2752","Justin Brown","South Florida",28,2.9,2.79,0.45,135320.512624717
"2753","Antun Maricevic","South Florida",28,3.3,1.91,0.41,123574.71849431
"2754","Michael Durr","South Florida",28,1.2,1.65,0.4,120003.402658313
"2755","Alexis Yetna","South Florida",28,5.3,4.92,0.54,163965.341856935
"2756","Ron Lubin","South Florida",28,-12.3,-0.07,0.32,96926.4705314779
"2757","David Collins","South Florida",28,2.5,3.56,0.48,145695.304971103
"2758","Rashun Williams","South Florida",28,-1.1,0.08,0.33,99035.7040453556
"2759","Nikola Scekic","South Florida",28,-8.9,-0.28,0.31,94192.8559603671
"2760","Laquincy Rideau","South Florida",28,5.1,5.36,0.56,169813.671145414
"2761","Xavier Castaneda","South Florida",28,-2,0,0.32,97913.9753129752
"2762","Mark Calleja","South Florida",28,1.5,0.05,0.33,98585.0950673908
"2763","Osa Wilson","Southern",28,-6.2,-0.67,0.29,88904.1926099453
"2764","Isaiah Rollins","Southern",28,-10,-1.33,0.27,80081.3646956455
"2765","Bryan Assie","Southern",28,-5.8,-1.5,0.26,77739.6361239881
"2766","Eddie Reese","Southern",28,-2.2,-0.08,0.32,96782.6591555317
"2767","Hassan Hussein","Southern",28,-8.3,-1.21,0.27,81681.266253047
"2768","Destin Dunton","Southern",28,-5.2,-0.86,0.29,86409.0652372786
"2769","Sidney Umude","Southern",28,-7,-3.44,0.17,51774.4921969004
"2770","Jayden Saddler","Southern",28,-2.8,-0.51,0.3,91116.4909432511
"2771","Alex Ennis","Southern",28,-6.1,-1.33,0.27,80077.7694112468
"2772","LaQuentin Collins","Southern",28,-14,-0.19,0.32,95325.3705459434
"2773","Trevor Blackmon","Southern",28,-23.8,-0.41,0.31,92427.5713206274
"2774","Aaron Ray","Southern",28,-4.3,-1.33,0.27,80107.730114569
"2775","Marcel Burton","Southern",28,-8.9,-0.45,0.3,91877.4928076331
"2776","DeRias Johnson","Southern",28,-7.3,-1.01,0.28,84321.4034297928
"2777","Torrey Mayo","Southern",28,-8.5,-0.01,0.32,97758.1796557001
"2778","Richard Lee","Southern",28,-4.6,-1.58,0.25,76694.6067921123
"2779","Brendon Brooks","Southern",28,-9.4,-2.11,0.23,69535.197126257
"2780","Mubashar Ali","Southern",28,-17.6,-0.18,0.32,95483.5630594843
"2781","Matthew Johnson","Southern Utah",26,-9.8,-0.1,0.32,96605.2917918647
"2782","Andre Adams","Southern Utah",26,-2.5,-0.29,0.31,94067.9428742087
"2783","Josh Cornish","Southern Utah",26,-2.7,-0.03,0.32,97543.5688331343
"2784","Ivan Madunic","Southern Utah",26,-2.2,-0.06,0.32,97149.9312848712
"2785","Maizen Fausett","Southern Utah",26,-2.6,-0.19,0.32,95312.0956497023
"2786","Cameron Oluyitan","Southern Utah",26,-2.5,-0.39,0.31,92745.0625890625
"2787","Dwayne Morgan","Southern Utah",26,-3.3,-0.11,0.32,96403.95586554
"2788","Dre Marin","Southern Utah",26,-2.7,-0.52,0.3,90948.5266310883
"2789","Brandon Better","Southern Utah",26,-4.6,-1.54,0.26,77176.3749015321
"2790","Jason Richardson","Southern Utah",26,-7.5,-0.98,0.28,84781.9685799385
"2791","Elijah Graves","Southern Utah",26,-19.2,-0.15,0.32,95916.1034286763
"2792","Dillon Glendenning","Southern Utah",26,-7.3,0,0.32,97913.9753129752
"2793","Kenton Eskridge","Southern Utah",26,-6.2,-0.81,0.29,87018.6042230198
"2794","Dato Aphkhazava","Southern Utah",26,-11.7,-0.42,0.31,92280.4412206209
"2795","Jacob Calloway","Southern Utah",26,-1.9,0.06,0.33,98745.1313165207
"2796","Harrison Butler","Southern Utah",26,-0.8,0.73,0.36,107655.536671301
"2797","Tshiefu Ngalakulondi","St. Bonaventure",28,-0.3,0.46,0.35,104107.451903725
"2798","Osun Osunniyi","St. Bonaventure",28,8,6.44,0.61,184320.643693988
"2799","LaDarien Griffin","St. Bonaventure",28,4.3,3.22,0.47,141100.531509621
"2800","Jack Galatio","St. Bonaventure",28,-11.4,-0.06,0.32,97125.4096015368
"2801","Kyle Lofton","St. Bonaventure",28,2.3,4.04,0.5,152126.070332164
"2802","Amadi Ikpeze","St. Bonaventure",28,-7.5,-1.58,0.25,76689.8130795808
"2803","Melkisedek Moreaux","St. Bonaventure",28,-12.3,-0.67,0.29,88902.9941818124
"2804","Courtney Stockard","St. Bonaventure",28,2.7,3.29,0.47,142129.981275769
"2805","Jalen Poyser","St. Bonaventure",28,-0.5,0.81,0.36,108789.710618907
"2806","Alpha Okoli","St. Bonaventure",28,-4.8,-0.48,0.3,91437.6696828643
"2807","Nelson Kaputo","St. Bonaventure",28,-0.9,0.58,0.35,105744.504733246
"2808","Dominick Welch","St. Bonaventure",28,0.9,1.25,0.38,114665.603754443
"2809","Jason Lee","St. Bonaventure",28,-8.1,-0.08,0.32,96890.5176874914
"2810","Christian Rohlehr","St. Francis (NY)",29,-1.4,0.14,0.33,99788.4822132395
"2811","Keon Williams","St. Francis (NY)",29,-3.6,-0.78,0.29,87435.2503198925
"2812","Jordan Williams","St. Francis (NY)",29,-3.9,-0.13,0.32,96155.1787151963
"2813","Stevan Krtinic","St. Francis (NY)",29,-4.9,-0.85,0.29,86538.4954756302
"2814","Cori Johnson","St. Francis (NY)",29,-5.9,-0.86,0.29,86361.4587128274
"2815","Yaradyah Evans","St. Francis (NY)",29,-4,-1.02,0.28,84260.1596196916
"2816","Jalen Jordan","St. Francis (NY)",29,-1.1,0.71,0.36,107463.5465771
"2817","Glenn Sanabria","St. Francis (NY)",29,-2,0,0.32,97913.9753129752
"2818","Chauncey Hawkins","St. Francis (NY)",29,-6.1,-2.25,0.22,67693.9156128491
"2819","Bryant Beckford","St. Francis (NY)",29,-11.3,-0.21,0.32,95116.1001988769
"2820","Rosel Hurley","St. Francis (NY)",29,-3.7,-0.94,0.28,85265.6821482902
"2821","Deniz Celen","St. Francis (NY)",29,-0.7,0.67,0.35,106864.167210225
"2822","Milija Cosic","St. Francis (NY)",29,-7.8,0,0.32,97846.8633375336
"2823","Mustapha Heron","St. John's (NY)",28,1,2.23,0.42,127862.694353773
"2824","Mikey Dixon","St. John's (NY)",28,-0.2,0.39,0.34,103155.899966214
"2825","Justin Simon","St. John's (NY)",28,2.3,3.52,0.48,145117.662611052
"2826","Marcellus Earlington","St. John's (NY)",28,-8.1,-0.25,0.31,94551.1859720997
"2827","Bryan Trimble, Jr.","St. John's (NY)",28,0.1,0.83,0.36,109088.119223995
"2828","Shamorie Ponds","St. John's (NY)",28,9.8,9.95,0.77,231409.281891308
"2829","Justin Cole","St. John's (NY)",28,-4.9,-0.02,0.32,97705.4488178532
"2830","Sedee Keita","St. John's (NY)",28,2.4,0.97,0.37,110991.223099017
"2831","Greg Williams Jr.","St. John's (NY)",28,-0.8,0.21,0.33,100747.059419115
"2832","LJ Figueroa","St. John's (NY)",28,6,6.37,0.61,183433.806875653
"2833","Jay Camus","St. John's (NY)",28,-18.5,-0.09,0.32,96727.531461419
"2834","Marvin Clark","St. John's (NY)",28,3.5,4.13,0.51,153347.268599574
"2835","Josh Roberts","St. John's (NY)",28,-1.3,0.04,0.33,98408.9261318567
"2836","Brandon Lawrence","St. John's (NY)",28,6.7,0.02,0.33,98122.5018080972
"2837","Josh Sharma","Stanford",27,5.2,3.83,0.5,149366.489818174
"2838","Isaac White","Stanford",27,1,0.62,0.35,106228.403381569
"2839","Jaiden Delaire","Stanford",27,-4.4,-0.78,0.29,87384.8520548099
"2840","Rodney Herenton","Stanford",27,-11.8,-0.06,0.32,97061.4046619953
"2841","Daejon Davis","Stanford",27,2.8,3.4,0.48,143609.77370252
"2842","Bryce Wills","Stanford",27,0.3,1.37,0.39,116293.956883443
"2843","Lukas Kisunas","Stanford",27,-1.6,0.06,0.33,98659.6639289926
"2844","Trevor Stanback","Stanford",27,-3.5,-0.12,0.32,96310.7447885378
"2845","Kezie Okpala","Stanford",27,2.7,3.66,0.49,146980.286246918
"2846","Kodye Pugh","Stanford",27,-4.2,-0.19,0.32,95371.177132356
"2847","Oscar Da Silva","Stanford",27,4.7,4.83,0.54,162696.916643844
"2848","Cormac Ryan","Stanford",27,1.7,2.01,0.41,124906.660398444
"2849","Marcus Sheffield","Stanford",27,0.4,0.72,0.36,107548.27223192
"2850","Sam Beskind","Stanford",27,-2.3,0,0.32,97910.2468698951
"2851","Kevon Harris","Stephen F. Austin",27,1.7,3.24,0.47,141414.963542709
"2852","Karl Nicholas","Stephen F. Austin",27,-5.5,-0.76,0.29,87778.8242069391
"2853","Rance Cole","Stephen F. Austin",27,-3.8,-0.11,0.32,96392.7705362998
"2854","Jock Hughes","Stephen F. Austin",27,-5.3,-0.48,0.3,91474.9541136652
"2855","Oddyst Walker","Stephen F. Austin",27,-10.5,-2.06,0.23,70236.4995151304
"2856","Shannon Bogues","Stephen F. Austin",27,-2.5,-0.45,0.3,91836.6130924336
"2857","Davonte Fitzgerald","Stephen F. Austin",27,-5.9,-2.48,0.21,64566.7804046784
"2858","John Comeaux","Stephen F. Austin",27,-4.9,-0.83,0.29,86813.1574491966
"2859","Mitchell Seraille","Stephen F. Austin",27,-1.5,0.21,0.33,100704.09355124
"2860","Nathan Bain","Stephen F. Austin",27,-1.4,0.4,0.34,103342.588437582
"2861","Aaron Augustin","Stephen F. Austin",27,-6.5,-0.66,0.3,89077.5652131693
"2862","Jovan Grujic","Stephen F. Austin",27,-8.9,-0.96,0.28,84965.0924958336
"2863","Aaron Walton","Stephen F. Austin",27,-16.5,-0.31,0.31,93769.1894222786
"2864","Samuli Nieminen","Stephen F. Austin",27,-5.9,-1.05,0.28,83809.2751410066
"2865","Edward Ruiz","Stephen F. Austin",27,-36.1,-0.09,0.32,96642.5762226656
"2866","Leo Goodman","Stetson",30,-5.3,-1.75,0.25,74438.2063035163
"2867","Ricardo Lynch","Stetson",30,-6.9,-1.44,0.26,78566.7113260965
"2868","Keith Matthews","Stetson",30,-3.8,-0.75,0.29,87847.1789967407
"2869","Abayomi Iyiola","Stetson",30,-1.9,0.06,0.33,98680.170365933
"2870","Clay Verk","Stetson",30,-8.8,-1.34,0.27,79963.758948205
"2871","Rex Walters Jr","Stetson",30,-7.8,-0.03,0.32,97459.8509458206
"2872","Ricky Gouety","Stetson",30,-8.3,-0.92,0.28,85582.1498255879
"2873","Alex Ionesco","Stetson",30,-14.4,-0.11,0.32,96388.2964046037
"2874","Christiaan Jones","Stetson",30,-3.6,-0.91,0.28,85708.5440460028
"2875","Kenny Aninye","Stetson",30,-3.6,-1.03,0.28,84151.5462157586
"2876","Marques Sumner","Stetson",30,-4.4,-1.39,0.26,79230.0013500439
"2877","Adam Webb","Stetson",30,-3.4,-0.17,0.32,95643.3534772023
"2878","Jalen Crutchfield","Stetson",30,-5.9,-0.76,0.29,87662.6210642764
"2879","Jahlil Rawley","Stetson",30,-5.1,-1.49,0.26,77872.1023802763
"2880","Raine McKeython","Stetson",30,-4.5,-0.66,0.3,89077.5652131693
"2881","Akwasi Yeboah","Stony Brook",29,0.4,1.84,0.41,122629.695923868
"2882","Jeff Otchere","Stony Brook",29,5.5,3.29,0.47,142086.383286797
"2883","Elijah Olaniyi","Stony Brook",29,-0.7,0.94,0.37,110564.58268371
"2884","Alex Christie","Stony Brook",29,-8.6,-0.35,0.31,93255.4785349108
"2885","Corry Long","Stony Brook",29,1.5,0.34,0.34,102530.816382145
"2886","Andrew Garcia","Stony Brook",29,-1.8,0.11,0.33,99353.4114758942
"2887","Nick Aubry","Stony Brook",29,-3,-0.01,0.32,97809.8360407383
"2888","Jules Moor","Stony Brook",29,0.4,0.77,0.36,108244.591118877
"2889","Jaron Cornish","Stony Brook",29,-1.3,0.51,0.35,104766.339426164
"2890","Haasan Ceesay","Stony Brook",29,-1.7,0,0.32,97955.63102187
"2891","Miles Latimer","Stony Brook",29,0.3,1.87,0.41,122957.156079902
"2892","Anthony Ochefu","Stony Brook",29,-7.6,-1.14,0.27,82556.9039671057
"2893","Jordan McKenzie","Stony Brook",29,-4,-0.68,0.29,88749.7193561272
"2894","Tyus Battle","Syracuse",28,4.8,6.21,0.6,181199.936835955
"2895","Bourama Sidibe","Syracuse",28,5.2,1.62,0.4,119658.255356042
"2896","Howard Washington","Syracuse",28,-2.2,0,0.32,97890.0067503175
"2897","Marek Dolezaj","Syracuse",28,9,5.8,0.58,175823.788231833
"2898","Jalen Carey","Syracuse",28,-0.5,0.38,0.34,103001.302737072
"2899","Elijah Hughes","Syracuse",28,6.5,7.02,0.64,192140.387261063
"2900","Robert Braswell","Syracuse",28,11.5,0.61,0.35,106165.153007889
"2901","Brendan Paul","Syracuse",28,-1.5,0,0.32,97949.9281569617
"2902","Antonio Balandi","Syracuse",28,-2.2,0,0.32,97894.800462849
"2903","Adrian Autry","Syracuse",28,-18.8,-0.15,0.32,95900.6160497283
"2904","Buddy Boeheim","Syracuse",28,3.9,1.98,0.41,124429.197753057
"2905","Ky Feldman","Syracuse",28,-2.1,0,0.32,97905.586316045
"2906","Oshae Brissett","Syracuse",28,4.1,5.07,0.55,165900.803291545
"2907","Ray Featherston","Syracuse",28,-27.2,-0.04,0.32,97309.9675340011
"2908","Franklin Howard","Syracuse",28,3.4,3.03,0.46,138555.070155373
"2909","Paschal Chukwu","Syracuse",28,9.5,5.39,0.56,170269.073835911
"2910","Quinton Rose","Temple",28,0.3,1.98,0.41,124485.523875303
"2911","J.P. Moorman","Temple",28,4,3.33,0.47,142567.407544273
"2912","Justyn Hamilton","Temple",28,1.6,0.89,0.36,109907.844066889
"2913","Shizz Alston Jr.","Temple",28,5.4,6.78,0.63,188903.432874141
"2914","De'Vondre Perry","Temple",28,2.6,2.4,0.43,130163.676368912
"2915","Damion Moore","Temple",28,4.4,1.35,0.38,116015.033832071
"2916","Quentin Jackson","Temple",28,-7.1,-0.16,0.32,95774.7810957754
"2917","Tim Waddington","Temple",28,11.3,0.02,0.33,98232.7571963226
"2918","Anto Keshgegian","Temple",28,-3.3,0,0.32,97882.8161815202
"2919","Ernest Aflakpui","Temple",28,1.5,1.76,0.4,121487.056686824
"2920","Nate Pierre-Louis","Temple",28,4.2,5.28,0.56,168798.602516861
"2921","Jasen West","Temple",28,-3.3,0,0.32,97882.8161815202
"2922","Alani Moore","Temple",28,1,1.16,0.38,113481.556759152
"2923","Lamonte Turner","Tennessee",28,6.5,4.21,0.51,154449.822481828
"2924","Lucas Campbell","Tennessee",28,3.7,0.06,0.33,98665.3897522941
"2925","Derrick Walker","Tennessee",28,2.4,0.52,0.35,104874.445908772
"2926","Jacob Fleschman","Tennessee",28,-14,-0.13,0.32,96188.2388016207
"2927","Jordan Bowden","Tennessee",28,6.8,5.81,0.58,175955.61532645
"2928","Admiral Schofield","Tennessee",28,5.8,6.14,0.6,180361.037142936
"2929","Brad Woodson","Tennessee",28,20.2,0.18,0.33,100308.43472248
"2930","Jalen Johnson","Tennessee",28,5,0.82,0.36,108903.561291531
"2931","Grant Williams","Tennessee",28,13.9,12.79,0.89,269599.591201956
"2932","John Fulkerson","Tennessee",28,9.8,3.49,0.48,144722.1813272
"2933","Kyle Alexander","Tennessee",28,8.9,6.66,0.62,187263.983188354
"2934","Yves Pons","Tennessee",28,5.8,2.58,0.44,132594.088622403
"2935","Brock Jancek","Tennessee",28,-12.4,-0.09,0.32,96667.6100547747
"2936","Jordan Bone","Tennessee",28,4.9,5.58,0.57,172832.511612152
"2937","Michael Littlejohn","Tennessee State",28,-3.8,-0.96,0.28,85057.2383033843
"2938","Daniel Cummings","Tennessee State",28,-6.3,-0.62,0.3,89617.2573490119
"2939","DaJion Henderson","Tennessee State",28,-3.4,-0.41,0.31,92427.5713206274
"2940","Donte Fitzpatrick-Dorsey","Tennessee State",28,-2.4,-0.24,0.31,94635.0759414017
"2941","Emmanuel Egbuta","Tennessee State",28,-5.5,-1.48,0.26,78115.942557714
"2942","Monty Johal","Tennessee State",28,-1.5,0.01,0.33,98087.7473922435
"2943","Stokley Chaffee","Tennessee State",28,-0.4,0.92,0.37,110281.753644349
"2944","Damarri Moore","Tennessee State",28,-6.1,-0.75,0.29,87890.3224095245
"2945","Demarcus Mitchell","Tennessee State",28,-4.5,-0.04,0.32,97434.6040598212
"2946","Tripp Davis","Tennessee State",28,1,1.75,0.4,121355.229592207
"2947","Kamar McKnight","Tennessee State",28,-6.7,-3.33,0.18,53247.3603722161
"2948","Jalen Duke","Tennessee State",28,2.9,0.34,0.34,102435.644658351
"2949","Dave Morris","Tennessee State",28,-5.1,-1.12,0.27,82867.7101046033
"2950","Armani Chaney","Tennessee State",28,-2.4,-0.21,0.32,95090.478631898
"2951","Corey Tillery","Tennessee Tech",29,-6.1,-2.59,0.21,63186.9993310407
"2952","Johnnie Vassar","Tennessee Tech",29,-13.6,-2.56,0.21,63552.6438868948
"2953","Malik Martin","Tennessee Tech",29,-7.7,-1.91,0.24,72257.5299428755
